PREFERENCE,PROPERTY_TYPE,CITY,LOCALITY,TRANSACT_TYPE,OWNTYPE, PRICE_PER_UNIT_AREA ,,FURNISH,FACING,AGE,FLOOR_NUM,TOTAL_FLOOR,REGISTER_DATE,PROP_NAME,MIN_PRICE ,MAX_PRICE ,PRICE_SQFT ,,LISTING,CARPET_SQFT,SUPERBUILTUP_SQFT,BROKERAGE,MIN_AREA_SQFT, MAX_AREA_SQFT ,GROUP_NAME,AREA,PRICE,SOCIETY_NAME,BUILDING_NAME
R,Residential Apartment,Gurgaon,Sector 54 Gurgaon,,0,90.00,,1,1,1,25,30,"23rd Aug, 2023",DLF Park Place,199000.00,199000.00,90.00,,R,1331,2200,100000.00,204.39, ? 204.39 ,SPID_GROUP_SEARCH_NORMAL,2200 sq.ft.,19900000.00,DLF Park Place,DLF Park Place
R,Residential Apartment,Gurgaon,Sector 104 Gurgaon,,0,18.00,,4,5,1,12,29,"22nd Aug, 2023",Puri Emerald Bay,45000.00,45000.00,18.00,,R,1600,2450,22500.00,227.61, ? 227.61 ,SPID_GROUP_SEARCH_NORMAL,2450 sq.ft.,45000.00,Puri Emerald Bay,Puri Emerald Bay
R,Residential Apartment,Gurgaon,Sector 54 Gurgaon,,0,76.00,,1,0,1,12,30,"21st Aug, 2023",DLF Park Place,165000.00,165000.00,76.00,,R,,2150,87000.00,199.74, ? 199.74 ,SPID_GROUP_SEARCH_NORMAL,2150 sq.ft.,16500000.00,DLF Park Place,DLF Park Place
R,Residential Apartment,Gurgaon,Sector 60 Gurgaon,,0,36.00,,4,5,1,G,39,"21st Aug, 2023",Ireo Skyon,75000.00,75000.00,36.00,,R,,2045,37500.00,189.99, ? 189.99 ,SPID_GROUP_SEARCH_NORMAL,2045 sq.ft.,75000.00,Ireo Skyon,Ireo Skyon
S,Residential Apartment,Gurgaon,Sector 53 Gurgaon,1,1,16580.00,,4,0,3,13,18,"21st Aug, 2023",Parsvnath Exotica,48000000.00,48000000.00,16580.00,,R,,2895,1.00,268.95, ? 268.95 ,SPID_GROUP_SEARCH_NORMAL,2895 sq.ft.,48000000.00,Parsvnath Exotica,Parsvnath Exotica
R,Residential Apartment,Gurgaon,Sector 53 Gurgaon,,0,45.00,,4,1,2,5,18,"21st Aug, 2023",Parsvnath Exotica,155000.00,155000.00,45.00,,R,,3390,75000.00,314.94, ? 314.94 ,SPID_GROUP_SEARCH_NORMAL,3390 sq.ft.,15500000.00,Parsvnath Exotica,Parsvnath Exotica
R,Residential Apartment,Gurgaon,Sector 54 Gurgaon,,0,65.00,,4,5,1,14,30,"21st Aug, 2023",DLF Park Place,150000.00,150000.00,65.00,,R,,2300,75000.00,213.68, ? 213.68 ,SPID_GROUP_SEARCH_NORMAL,2300 sq.ft.,15000000.00,DLF Park Place,DLF Park Place
S,Residential Apartment,Gurgaon,DLF Phase 2,1,1,14316.00,,4,3,2,1,19,"21st Aug, 2023",DLF Belvedere Towers,33000000.00,33000000.00,14316.00,,R,2110,2305,1.00,214.14, ? 214.14 ,SPID_GROUP_SEARCH_NORMAL,2305 sq.ft.,33000000.00,DLF Belvedere Towers,DLF Belvedere Towers
S,Independent/Builder Floor,Gurgaon,Sector 82 Gurgaon,1,1,44305.00,,4,3,1,G,2,"21st Aug, 2023",Vatika Independent Floors,7975000.00,7975000.00,44305.00,,R,1620,,1.00,150.50, ? 150.50 ,SPID_GROUP_SEARCH_NORMAL,1620 sq.ft.,797500000.00,Vatika Independent Floors,Vatika Independent Floors
S,Residential Apartment,Gurgaon,Sector 113 Gurgaon ,1,1,12078.00,,4,5,6,5,25,"21st Aug, 2023",La Vida by Tata Housing,19000000.00,19000000.00,12078.00,,R,,1573,1.00,146.14, ? 146.14 ,SPID_GROUP_SEARCH_NORMAL,1573 sq.ft.,19000000.00,La Vida by Tata Housing,La Vida by Tata Housing
S,Residential Land,Gurgaon,Sector 108 Gurgaon,1,1,12761.00,,0,5,0,,4,"18th Aug, 2023",Experion The Westerlies,63400000.00,63400000.00,12761.00,,R,,,0.00,461.54, ? 461.54 ,SPID_GROUP_SEARCH_NORMAL,4968 sq.ft.,63400000.00,Experion The Westerlies,Experion The Westerlies
S,Residential Land,Gurgaon,Block B Sushant Lok Phase - 3,1,1,159482.00,,0,5,0,,3,"17th Aug, 2023",,37000000.00,37000000.00,159482.00,,R,,,1.00,193.98, ? 193.98 ,SPID_GROUP_SEARCH_NORMAL,2088 sq.ft.,37000000.00,,
R,Residential Apartment,Gurgaon,Sector 62 Gurgaon,,0,46.00,,4,0,6,18,32,"16th Aug, 2023",Emaar Digihomes,70000.00,70000.00,46.00,,R,,1508.26,35000.00,140.10, ? 140.10 ,SPID_GROUP_SEARCH_NORMAL,1508 sq.ft.,70000.00,Emaar Digihomes,Emaar Digihomes
S,Residential Apartment,Gurgaon,Sector 54 Gurgaon,1,1,23913.00,,1,0,1,29,30,"14th Aug, 2023",DLF Park Place,55000000.00,55000000.00,23913.00,,R,2300,,0.00,213.68, ? 213.68 ,SPID_GROUP_SEARCH_NORMAL,2300 sq.ft.,55000000.00,DLF Park Place,DLF Park Place
S,Independent/Builder Floor,Gurgaon,Sector 82 Gurgaon,1,1,44444.00,,4,1,1,G,2,"14th Aug, 2023",Vatika Independent Floors,8000000.00,8000000.00,44444.00,,R,1620,,1.00,150.50, ? 150.50 ,SPID_GROUP_SEARCH_NORMAL,1620 sq.ft.,800000000.00,Vatika Independent Floors,Vatika Independent Floors
S,Independent/Builder Floor,Gurgaon,South City 2,1,1,11764.00,,4,5,6,1,4,"09th Aug, 2023",,34000000.00,34000000.00,11764.00,,R,2500,2890,1.00,268.49, ? 268.49 ,SPID_GROUP_SEARCH_NORMAL,2890 sq.ft.,34000000.00,,
S,Residential Apartment,Gurgaon,DLF Phase 5,1,1,18669.00,,4,2,2,11,20,"18th Sep, 2023",DLF Westend Heights,52500000.00,52500000.00,18669.00,,R,2580,2812,1.00,261.24, ? 261.24 ,SPID_GROUP_SEARCH_NORMAL,2812 sq.ft.,52500000.00,DLF Westend Heights,DLF Westend Heights
S,Residential Apartment,Gurgaon,DLF Phase 5,1,1,19157.00,,4,1,2,7,20,"13th Sep, 2023",DLF Westend Heights,50000000.00,50000000.00,19157.00,,R,2360,2610,500000.00,242.48, ? 242.48 ,SPID_GROUP_SEARCH_NORMAL,2610 sq.ft.,50000000.00,DLF Westend Heights,DLF Westend Heights
S,Residential Apartment,Gurgaon,Sector 28 Gurgaon,1,1,11214.00,,4,4,1,12,12,"27th Sep, 2023",Suncity Essel Towers,60000000.00,60000000.00,11214.00,,R,4500,5350,1.00,497.03, ? 497.03 ,SPID_GROUP_SEARCH_NORMAL,5350 sq.ft.,60000000.00,Suncity Essel Towers,Suncity Essel Towers
S,Independent/Builder Floor,Gurgaon,Sector 57 Gurgaon,1,1,11949.00,,4,4,6,2,4,"07th Jun, 2023",,19000000.00,19000000.00,11949.00,,R,1590,,1.00,147.72, ? 147.72 ,SPID_GROUP_SEARCH_NORMAL,1590 sq.ft.,19000000.00,,
S,Residential Apartment,Gurgaon,Sector 112 Gurgaon,1,1,12290.00,,4,5,1,8,28,"19th Jun, 2023",Experion Windchants,30000000.00,30000000.00,12290.00,,R,,2441,1.00,226.78, ? 226.78 ,SPID_GROUP_SEARCH_NORMAL,2441 sq.ft.,30000000.00,Experion Windchants,Experion Windchants
S,Independent House/Villa,Gurgaon,DLF Phase 3,1,1,291666.00,,2,5,3,,4,"08th Oct, 2023",,35000000.00,35000000.00,291666.00,,P,,,0.00,100.34, ? 100.34 ,SPID_GROUP_SEARCH_NORMAL,1080 sq.ft.,35000000.00,,
R,Residential Apartment,Gurgaon,Sector 62 Gurgaon,,0,41.00,,4,5,6,8,32,"03rd Oct, 2023",Emaar Digihomes,62000.00,62000.00,41.00,,P,900,1508,30000.00,140.10, ? 140.10 ,SPID_GROUP_SEARCH_NORMAL,1508 sq.ft.,62000.00,Emaar Digihomes,Emaar Digihomes
R,Residential Apartment,Gurgaon,Sector 62 Gurgaon,,0,29.00,,4,5,2,16,25,"02nd Oct, 2023",Conscient Heritage One,75000.00,75000.00,29.00,,P,2500,2527,35000.00,234.77, ? 234.77 ,SPID_GROUP_SEARCH_NORMAL,2527 sq.ft.,75000.00,Conscient Heritage One,Conscient Heritage One
R,Independent/Builder Floor,Gurgaon,DLF Phase 2,,0,55.00,,4,6,6,2,4,"23rd Sep, 2023",,150000.00,150000.00,55.00,,P,2700,,0.00,250.84, ? 250.84 ,SPID_GROUP_SEARCH_NORMAL,2700 sq.ft.,15000000.00,,
R,Residential Apartment,Gurgaon,DLF Phase 5,,0,45.00,,4,5,2,7,15,"07th Oct, 2023",DLF Wellington Estate,80000.00,80000.00,45.00,,R,,,40000.00,162.58, ? 162.58 ,SPID_GROUP_SEARCH_NORMAL,1750 sq.ft.,80000.00,DLF Wellington Estate,DLF Wellington Estate
S,Residential Apartment,Gurgaon,DLF Phase 5,1,1,15934.00,,0,0,2,10,15,"07th Oct, 2023",DLF Wellington Estate,24500000.00,24500000.00,15934.00,,R,,,1.00,131.18, ? 131.18 ,SPID_GROUP_SEARCH_NORMAL,1412 sq.ft.,24500000.00,DLF Wellington Estate,DLF Wellington Estate
S,Residential Apartment,Gurgaon,DLF Phase 5,1,1,19540.00,,4,8,3,7,20,"07th Oct, 2023",DLF Westend Heights,51000000.00,51000000.00,19540.00,,R,,2610,1.00,242.48, ? 242.48 ,SPID_GROUP_SEARCH_NORMAL,2610 sq.ft.,51000000.00,DLF Westend Heights,DLF Westend Heights
S,Independent House/Villa,Gurgaon,Sector 42 Gurgaon,1,1,202148.00,,4,8,2,,3,"05th Oct, 2023",,103500000.00,103500000.00,202148.00,,R,,,1025000.00,47.57, ? 47.57 ,SPID_GROUP_SEARCH_NORMAL,512 sq.ft.,103500000.00,,
R,Independent/Builder Floor,Gurgaon,Sector 55 Gurgaon,,0,218.00,,4,3,1,3,3,"05th Oct, 2023",,35000.00,35000.00,218.00,,R,,1440,15.00,133.78, ? 133.78 ,SPID_GROUP_SEARCH_NORMAL,1440 sq.ft.,35000.00,,
S,Residential Apartment,Gurgaon,Sector 54 Gurgaon,1,1,24704.00,,4,3,2,12,17,"05th Oct, 2023",Emaar The Palm Springs,96000000.00,96000000.00,24704.00,,R,,3886,1.00,361.02, ? 361.02 ,SPID_GROUP_SEARCH_NORMAL,3886 sq.ft.,96000000.00,Emaar The Palm Springs,Emaar The Palm Springs
R,Independent/Builder Floor,Gurgaon,DLF Phase 5,,0,38.00,,1,1,3,G,3,"04th Oct, 2023",DLF Exclusive Floors,75000.00,75000.00,38.00,,R,1500,1925,40000.00,178.84, ? 178.84 ,SPID_GROUP_SEARCH_NORMAL,1925 sq.ft.,75000.00,DLF Exclusive Floors,DLF Exclusive Floors
R,Independent/Builder Floor,Gurgaon,DLF Phase 5,,0,37.00,,1,3,3,1,3,"04th Oct, 2023",DLF Exclusive Floors,70000.00,70000.00,37.00,,R,1550,1852,40000.00,172.06, ? 172.06 ,SPID_GROUP_SEARCH_NORMAL,1852 sq.ft.,70000.00,DLF Exclusive Floors,DLF Exclusive Floors
R,Residential Apartment,Gurgaon,Sector 48 Gurgaon,,0,56.00,,4,5,1,7,17,"02nd Oct, 2023",Central Park Resorts,95500.00,95500.00,56.00,,R,,1676,50.00,155.71, ? 155.71 ,SPID_GROUP_SEARCH_NORMAL,1676 sq.ft.,95500.00,Central Park Resorts,Central Park Resorts
R,Residential Apartment,Gurgaon,Sector 48 Gurgaon,,0,71.00,,1,5,1,8,17,"02nd Oct, 2023",Central Park The Room,60000.00,60000.00,71.00,,R,,837,50.00,77.76, ? 77.76 ,SPID_GROUP_SEARCH_NORMAL,837 sq.ft.,60000.00,Central Park The Room,Central Park The Room
S,Residential Land,Gurgaon,Sector-33 Sohna,1,1,152000.00,,0,1,0,,4,"01st Oct, 2023",Central Park Flower Valley Mikasa Plots,36784000.00,36784000.00,152000.00,,R,,,1.00,22.48, ? 22.48 ,SPID_GROUP_SEARCH_NORMAL,242 sq.ft.,36800000.00,Central Park Flower Valley Mikasa Plots,Central Park Flower Valley Mikasa Plots
R,Residential Apartment,Gurgaon,DLF Phase 2,,0,37.00,,4,3,2,2,12,"29th Sep, 2023",DLF Beverly Park,100000.00,100000.00,37.00,,R,2650,,100000.00,246.19, ? 246.19 ,SPID_GROUP_SEARCH_NORMAL,2650 sq.ft.,10000000.00,DLF Beverly Park,DLF Beverly Park
R,Residential Apartment,Gurgaon,Sector 37D Gurgaon,,0,16.00,,4,3,1,16,22,"04th Oct, 2023",Ramprastha Primera,29000.00,29000.00,16.00,,R,,1800,15000.00,167.23, ? 167.23 ,SPID_GROUP_SEARCH_NORMAL,1800 sq.ft.,29000.00,Ramprastha Primera,Ramprastha Primera
R,Residential Apartment,Gurgaon,Sector 37D Gurgaon,,0,21.00,,1,3,6,1,22,"29th Sep, 2023",Ramprastha Primera,39000.00,39000.00,21.00,,R,,1800,20000.00,167.23, ? 167.23 ,SPID_GROUP_SEARCH_NORMAL,1800 sq.ft.,39000.00,Ramprastha Primera,Ramprastha Primera
R,Residential Apartment,Gurgaon,Sector 37D Gurgaon,,0,16.00,,4,5,1,G,13,"29th Sep, 2023",Ramprastha The Atrium,19200.00,19200.00,16.00,,R,,1185,10000.00,110.09, ? 110.09 ,SPID_GROUP_SEARCH_NORMAL,1185 sq.ft.,19200.00,Ramprastha The Atrium,Ramprastha The Atrium
S,Residential Apartment,Gurgaon,Sector 90 Gurgaon,1,1,9106.00,,2,3,1,11,19,"28th Sep, 2023",DLF Regal Gardens,15500000.00,15500000.00,9106.00,,R,,1702,150000.00,158.12, ? 158.12 ,SPID_GROUP_SEARCH_NORMAL,1702 sq.ft.,15500000.00,DLF Regal Gardens,DLF Regal Gardens
R,Residential Apartment,Gurgaon,Sector 28 Gurgaon,,0,37.00,,1,1,3,3,17,"24th Sep, 2023",Suncity Essel Towers,65000.00,65000.00,37.00,,R,1750,,40000.00,162.58, ? 162.58 ,SPID_GROUP_SEARCH_NORMAL,1750 sq.ft.,65000.00,Suncity Essel Towers,Suncity Essel Towers
R,Residential Apartment,Gurgaon,DLF Phase 2,,0,35.00,,4,3,3,11,20,"23rd Sep, 2023",DLF Belvedere Park,60000.00,60000.00,35.00,,R,,1711,60000.00,158.96, ? 158.96 ,SPID_GROUP_SEARCH_NORMAL,1711 sq.ft.,60000.00,DLF Belvedere Park,DLF Belvedere Park
R,Residential Apartment,Gurgaon,Sector 54 Gurgaon,,0,50.00,,4,1,2,9,18,"23rd Sep, 2023",La Lagune,160000.00,160000.00,50.00,,R,,3160,160000.00,293.57, ? 293.57 ,SPID_GROUP_SEARCH_NORMAL,3160 sq.ft.,16000000.00,La Lagune,La Lagune
R,Residential Apartment,Gurgaon,Sector 54 Gurgaon,,0,68.00,,1,3,2,2,30,"23rd Sep, 2023",DLF The Belaire,200000.00,200000.00,68.00,,R,,2917,20000.00,271.00, ? 271.00 ,SPID_GROUP_SEARCH_NORMAL,2917 sq.ft.,20000000.00,DLF The Belaire,DLF The Belaire
S,Residential Land,Gurgaon,South City 2,1,1,200000.00,,0,2,0,,4,"22nd Sep, 2023",,72000000.00,72000000.00,200000.00,,R,,,1.00,301.01, ? 301.01 ,SPID_GROUP_SEARCH_NORMAL,3240 sq.ft.,72000000.00,,
R,Residential Apartment,Gurgaon,Sector 48 Gurgaon,,0,80.00,,1,5,1,9,17,"22nd Sep, 2023",Central Park The Room,75000.00,75000.00,80.00,,R,,935,50.00,86.86, ? 86.86 ,SPID_GROUP_SEARCH_NORMAL,935 sq.ft.,75000.00,Central Park The Room,Central Park The Room
S,Residential Apartment,Gurgaon,Sector 103 Gurgaon,1,1,6546.00,,4,3,6,15,19,"19th Sep, 2023",Ansal Housing Highland Park,12700000.00,12700000.00,6546.00,,R,1056,1940,1.00,180.23, ? 180.23 ,SPID_GROUP_SEARCH_NORMAL,1940 sq.ft.,12700000.00,Ansal Housing Highland Park,Ansal Housing Highland Park
S,Residential Apartment,Gurgaon,Sector 103 Gurgaon,1,1,7357.00,,4,5,1,5,11,"18th Sep, 2023",Satya The Hermitage,11000000.00,11000000.00,7357.00,,R,1495,1991,1.00,184.97, ? 184.97 ,SPID_GROUP_SEARCH_NORMAL,1991 sq.ft.,11000000.00,Satya The Hermitage,Satya The Hermitage
R,Independent House/Villa,Gurgaon,"Block C, Sushant Lok Phase 1",,0,930.00,,1,3,2,,3,"14th Sep, 2023",,200000.00,200000.00,930.00,,R,,,200000.00,179.77, ? 179.77 ,SPID_GROUP_SEARCH_NORMAL,1935 sq.ft.,20000000.00,,
S,Residential Apartment,Gurgaon,Sector 104 Gurgaon,1,1,10669.00,,4,5,5,28,35,"05th Oct, 2023",Hero Homes,14500000.00,14500000.00,10669.00,,R,861.97,1359,1.00,126.26, ? 126.26 ,SPID_GROUP_SEARCH_NORMAL,1359 sq.ft.,14500000.00,Hero Homes,Hero Homes
S,Independent/Builder Floor,Gurgaon,Sector 63 Gurgaon,1,1,21800.00,,4,8,1,1,4,"14th Sep, 2023",,54500000.00,54500000.00,21800.00,,R,2500,,1.00,232.26, ? 232.26 ,SPID_GROUP_SEARCH_NORMAL,2500 sq.ft.,54500000.00,,
R,Residential Apartment,Gurgaon,Sector 102 Gurgaon,,0,17.00,,4,5,1,6,26,"14th Sep, 2023",Shapoorji Pallonji Joyville Gurugram,33000.00,33000.00,17.00,,R,1128.09,1852,15.00,172.06, ? 172.06 ,SPID_GROUP_SEARCH_NORMAL,1852 sq.ft.,33000.00,Shapoorji Pallonji Joyville Gurugram,Shapoorji Pallonji Joyville Gurugram
R,Independent/Builder Floor,Gurgaon,DLF Phase 1,,0,400.00,,4,3,6,2,4,"13th Sep, 2023",,120000.00,120000.00,400.00,,R,2700,,120000.00,250.84, ? 250.84 ,SPID_GROUP_SEARCH_NORMAL,2700 sq.ft.,12000000.00,,
S,Residential Apartment,Gurgaon,Sector 107 Gurgaon,1,1,6192.00,,2,0,1,5,14,"13th Sep, 2023",M3M Woodshire,9500000.00,9500000.00,6192.00,,R,1056,1534,0.00,142.51, ? 142.51 ,SPID_GROUP_SEARCH_NORMAL,1534 sq.ft.,950000000.00,M3M Woodshire,M3M Woodshire
S,Residential Apartment,Gurgaon,DLF Phase 2,1,1,14026.00,,1,3,3,16,20,"09th Sep, 2023",DLF Belvedere Park,24000000.00,24000000.00,14026.00,,R,,1711,1.00,158.96, ? 158.96 ,SPID_GROUP_SEARCH_NORMAL,1711 sq.ft.,24000000.00,DLF Belvedere Park,DLF Belvedere Park
S,Residential Land,Gurgaon,Sohna,1,1,16666666.00,,0,5,0,,1,"05th Sep, 2023",SOHNA ROAD,300000000.00,300000000.00,16666666.00,,R,,,1.00,72843.38," ? 72,843.38 ",SPID_GROUP_SEARCH_NORMAL,784080 sq.ft.,300000000.00,SOHNA ROAD,SOHNA ROAD
S,Residential Apartment,Gurgaon,Sector 112 Gurgaon,1,1,13526.00,,2,7,6,16,28,"03rd Sep, 2023",Experion Windchants,37900000.00,37900000.00,13526.00,,R,,2802,1.00,260.31, ? 260.31 ,SPID_GROUP_SEARCH_NORMAL,2802 sq.ft.,37900000.00,Experion Windchants,Experion Windchants
S,Residential Apartment,Gurgaon,Sector 108 Gurgaon,1,1,17378.00,,2,7,5,15,24,"21st Sep, 2023",Sobha City,24000000.00,24000000.00,17378.00,,R,848.2,1381,1.00,128.30, ? 128.30 ,SPID_GROUP_SEARCH_NORMAL,1381 sq.ft.,24000000.00,Sobha City,Sobha City
S,Independent/Builder Floor,Gurgaon,Malibu Town,1,1,12368.00,,4,5,6,1,4,"30th Aug, 2023",Malibu Towne,23500000.00,23500000.00,12368.00,,R,1900,,2.00,176.52, ? 176.52 ,SPID_GROUP_SEARCH_NORMAL,1900 sq.ft.,23500000.00,Malibu Towne,Malibu Towne
S,Independent/Builder Floor,Gurgaon,Sector 63 Gurgaon,1,1,10750.00,,4,3,1,1,4,"30th Aug, 2023",Anant Raj Estate Plots,21500567.00,21500567.00,10750.00,,R,2000,,1.00,185.81, ? 185.81 ,SPID_GROUP_SEARCH_NORMAL,2000 sq.ft.,21500000.00,Anant Raj Estate Plots,Anant Raj Estate Plots
S,Independent/Builder Floor,Gurgaon,Sector 63A Gurgaon,1,1,10499.00,,4,5,1,4,4,"30th Aug, 2023",Anant Raj Estates,18899999.00,18899999.00,10499.00,,R,1800,,1.00,167.23, ? 167.23 ,SPID_GROUP_SEARCH_NORMAL,1800 sq.ft.,18900000.00,Anant Raj Estates,Anant Raj Estates
S,Independent/Builder Floor,Gurgaon,Sector 63A Gurgaon,1,1,10500.00,,4,4,1,1,4,"30th Aug, 2023",Anant Raj Estates,18900985.00,18900985.00,10500.00,,R,1800,,0.00,167.23, ? 167.23 ,SPID_GROUP_SEARCH_NORMAL,1800 sq.ft.,18900000.00,Anant Raj Estates,Anant Raj Estates
S,Independent/Builder Floor,Gurgaon,Sector 63A Gurgaon,1,1,10210.00,,4,2,1,2,4,"30th Aug, 2023",Anant Raj Estates,18888880.00,18888880.00,10210.00,,R,1850,,1.00,171.87, ? 171.87 ,SPID_GROUP_SEARCH_NORMAL,1850 sq.ft.,18900000.00,Anant Raj Estates,Anant Raj Estates
R,Residential Apartment,Gurgaon,Sector 102 Gurgaon,,0,29.00,,4,5,1,6,12,"29th Aug, 2023",Suncity Avenue 102,15200.00,15200.00,29.00,,R,518,605.5,10000.00,56.21, ? 56.21 ,SPID_GROUP_SEARCH_NORMAL,605 sq.ft.,15200.00,Suncity Avenue 102,Suncity Avenue 102
S,Residential Land,Gurgaon,Sohna,1,1,91200.00,,0,1,0,,4,"24th Aug, 2023",Shree Vardhman City,11500000.00,11500000.00,91200.00,,R,,,110000.00,104.52, ? 104.52 ,SPID_GROUP_SEARCH_NORMAL,1125 sq.ft.,11500000.00,Shree Vardhman City,Shree Vardhman City
S,Independent/Builder Floor,Gurgaon,Uppals Southend,1,1,45980.00,,4,5,2,1,3,"24th Aug, 2023",Uppal Southend,14300000.00,14300000.00,45980.00,,R,2799,,1.00,260.04, ? 260.04 ,SPID_GROUP_SEARCH_NORMAL,2799 sq.ft.,14300000.00,Uppal Southend,Uppal Southend
R,Residential Apartment,Gurgaon,Sector 85 Gurgaon,,0,21.00,,4,5,6,6,26,"28th Sep, 2023",SS The Leaf,35000.00,35000.00,21.00,,R,,1640,0.00,152.36, ? 152.36 ,SPID_GROUP_SEARCH_NORMAL,1640 sq.ft.,35000.00,SS The Leaf,SS The Leaf
R,Residential Apartment,Gurgaon,Sector 37D Gurgaon,,0,13.00,,4,3,1,14,19,"18th Aug, 2023",Ramprastha The Edge Towers,19300.00,19300.00,13.00,,R,,1380,11000.00,128.21, ? 128.21 ,SPID_GROUP_SEARCH_NORMAL,1380 sq.ft.,19300.00,Ramprastha The Edge Towers,Ramprastha The Edge Towers
R,Residential Apartment,Gurgaon,Sector 37D Gurgaon,,0,16.00,,4,3,1,16,22,"18th Aug, 2023",Ramprastha Primera,29400.00,29400.00,16.00,,R,,1800,15000.00,167.23, ? 167.23 ,SPID_GROUP_SEARCH_NORMAL,1800 sq.ft.,29400.00,Ramprastha Primera,Ramprastha Primera
S,Residential Apartment,Gurgaon,Sector 103 Gurgaon,1,1,7229.00,,4,5,1,9,11,"14th Sep, 2023",Satya The Hermitage,10700000.00,10700000.00,7229.00,,R,1480,2000,1.00,185.81, ? 185.81 ,SPID_GROUP_SEARCH_NORMAL,2000 sq.ft.,10700000.00,Satya The Hermitage,Satya The Hermitage
S,Residential Apartment,Gurgaon,Sector 107 Gurgaon,1,1,11326.00,,1,3,1,7,14,"14th Sep, 2023",M3M Woodshire,10500000.00,10500000.00,11326.00,,R,927,1536,1.00,142.70, ? 142.70 ,SPID_GROUP_SEARCH_NORMAL,1536 sq.ft.,10500000.00,M3M Woodshire,M3M Woodshire
S,Residential Apartment,Gurgaon,Sector 103 Gurgaon,1,1,5494.00,,4,5,1,7,11,"14th Sep, 2023",Satya The Hermitage,14500000.00,14500000.00,5494.00,,R,,2639,1.00,245.17, ? 245.17 ,SPID_GROUP_SEARCH_NORMAL,2639 sq.ft.,14500000.00,Satya The Hermitage,Satya The Hermitage
S,Residential Apartment,Gurgaon,Sector 90 Gurgaon,1,1,8000.00,,4,3,1,7,29,"28th Sep, 2023",DLF Regal Gardens,14000000.00,14000000.00,8000.00,,R,1750,,140000.00,162.58, ? 162.58 ,SPID_GROUP_SEARCH_NORMAL,1750 sq.ft.,14000000.00,DLF Regal Gardens,DLF Regal Gardens
S,Residential Land,Gurgaon,Sector-35 Sohna,1,1,70937.00,,0,3,0,,4,"18th Aug, 2023",Ansals Shiva Som Valley,9080000.00,9080000.00,70937.00,,R,,,100000.00,107.02, ? 107.02 ,SPID_GROUP_SEARCH_NORMAL,1152 sq.ft.,908000000.00,Ansals Shiva Som Valley,Ansals Shiva Som Valley
S,Residential Apartment,Gurgaon,Sector 68 Gurgaon,1,1,9304.00,,4,6,6,8,35,"16th Aug, 2023",Pareena Mi Casa,18600000.00,18600000.00,9304.00,,R,,1999,1.00,185.71, ? 185.71 ,SPID_GROUP_SEARCH_NORMAL,1999 sq.ft.,18600000.00,Pareena Mi Casa,Pareena Mi Casa
S,Independent House/Villa,Gurgaon,Sector 48 Gurgaon,1,1,222222.00,,4,1,6,,2,"16th Aug, 2023",Vipul Tatvam Villa,80000000.00,80000000.00,222222.00,,R,,,1.00,301.01, ? 301.01 ,SPID_GROUP_SEARCH_NORMAL,3240 sq.ft.,80000000.00,Vipul Tatvam Villa,Vipul Tatvam Villa
S,Independent House/Villa,Gurgaon,Nirvana Country,1,1,297222.00,,4,4,2,,2,"16th Aug, 2023",Unitech Nirvana Birch Court,107000000.00,107000000.00,297222.00,,R,,,1.00,301.01, ? 301.01 ,SPID_GROUP_SEARCH_NORMAL,3240 sq.ft.,107000000.00,Unitech Nirvana Birch Court,Unitech Nirvana Birch Court
S,Residential Land,Gurgaon,Sector-35 Sohna,1,1,69642.00,,0,7,0,,4,"16th Aug, 2023",Ansals Shiva Som Valley,11800000.00,11800000.00,69642.00,,R,,,160000.00,140.47, ? 140.47 ,SPID_GROUP_SEARCH_NORMAL,1512 sq.ft.,11800000.00,Ansals Shiva Som Valley,Ansals Shiva Som Valley
S,Residential Apartment,Gurgaon,Sector 102 Gurgaon,1,1,11111.00,,4,0,5,8,26,"24th Aug, 2023",Shapoorji Pallonji Joyville Gurugram,13500000.00,13500000.00,11111.00,,R,734.8,1215,1.00,112.88, ? 112.88 ,SPID_GROUP_SEARCH_NORMAL,1215 sq.ft.,13500000.00,Shapoorji Pallonji Joyville Gurugram,Shapoorji Pallonji Joyville Gurugram
S,Residential Apartment,Gurgaon,Sector 102 Gurgaon,1,1,11275.00,,4,5,6,6,26,"07th Sep, 2023",Shapoorji Pallonji Joyville Gurugram,13700000.00,13700000.00,11275.00,,R,734.8,1215,1.00,112.88, ? 112.88 ,SPID_GROUP_SEARCH_NORMAL,1215 sq.ft.,13700000.00,Shapoorji Pallonji Joyville Gurugram,Shapoorji Pallonji Joyville Gurugram
S,Residential Apartment,Gurgaon,Sector 107 Gurgaon,1,1,10227.00,,4,5,1,7,14,"14th Sep, 2023",M3M Woodshire,18000000.00,18000000.00,10227.00,,R,1760,2361,1.00,219.34, ? 219.34 ,SPID_GROUP_SEARCH_NORMAL,2361 sq.ft.,18000000.00,M3M Woodshire,M3M Woodshire
S,Residential Apartment,Gurgaon,Sector 107 Gurgaon,1,1,9520.00,,1,3,1,1,14,"14th Sep, 2023",M3M Woodshire,13900000.00,13900000.00,9520.00,,R,1460,1943,1.00,180.51, ? 180.51 ,SPID_GROUP_SEARCH_NORMAL,1943 sq.ft.,13900000.00,M3M Woodshire,M3M Woodshire
